time            Cj              Ck             
1.149498998e+03 3.864691914e+02 3.980046007e+02
1.151903808e+03 3.864702271e+02 3.980061698e+02
1.154308617e+03 3.864712582e+02 3.980077318e+02
1.156713427e+03 3.864722847e+02 3.980092869e+02
1.159118236e+03 3.864733066e+02 3.980108350e+02
1.161523046e+03 3.864743240e+02 3.980123763e+02
1.163927856e+03 3.864753369e+02 3.980139108e+02
1.166332665e+03 3.864763453e+02 3.980154384e+02
1.168737475e+03 3.864773493e+02 3.980169593e+02
1.171142285e+03 3.864783488e+02 3.980184736e+02
1.173547094e+03 3.864793439e+02 3.980199811e+02
1.175951904e+03 3.864803347e+02 3.980214821e+02
1.178356713e+03 3.864813211e+02 3.980229765e+02
1.180761523e+03 3.864823033e+02 3.980244644e+02
1.183166333e+03 3.864832811e+02 3.980259458e+02
1.185571142e+03 3.864842547e+02 3.980274208e+02
1.187975952e+03 3.864852241e+02 3.980288894e+02
1.190380762e+03 3.864861893e+02 3.980303516e+02
1.192785571e+03 3.864871504e+02 3.980318075e+02
1.195190381e+03 3.864881072e+02 3.980332571e+02
1.197595190e+03 3.864890600e+02 3.980347005e+02
1.200000000e+03 3.864900087e+02 3.980361378e+02
