time            shAp            shAq            shBr            shBs            shYi            shYj           
4.418837675e+03 4.979820835e-04 4.105565454e-04 8.085082053e+00 6.652132529e+00 5.872226671e-03 5.799548423e-03
4.428857715e+03 4.862426031e-04 4.008815445e-04 8.085203802e+00 6.652285777e+00 5.746645488e-03 5.676070447e-03
4.438877756e+03 4.747795213e-04 3.914342668e-04 8.085322988e+00 6.652435784e+00 5.623691973e-03 5.555160487e-03
4.448897796e+03 4.635862451e-04 3.822091905e-04 8.085439663e+00 6.652582618e+00 5.503312969e-03 5.436767127e-03
4.458917836e+03 4.526566133e-04 3.732012620e-04 8.085553877e+00 6.652726342e+00 5.385456075e-03 5.320839538e-03
4.468937876e+03 4.419845748e-04 3.644054532e-04 8.085665679e+00 6.652867019e+00 5.270070003e-03 5.207328005e-03
4.478957916e+03 4.315637864e-04 3.558166274e-04 8.085775122e+00 6.653004716e+00 5.157104491e-03 5.096183800e-03
4.488977956e+03 4.213883504e-04 3.474298968e-04 8.085882254e+00 6.653139493e+00 5.046510255e-03 4.987359144e-03
4.498997996e+03 4.114523972e-04 3.392404136e-04 8.085987123e+00 6.653271412e+00 4.938238990e-03 4.880807211e-03
4.509018036e+03 4.017504248e-04 3.312436554e-04 8.086089773e+00 6.653400530e+00 4.832243256e-03 4.776481940e-03
4.519038076e+03 3.922769853e-04 3.234351436e-04 8.086190252e+00 6.653526906e+00 4.728476560e-03 4.674338195e-03
4.529058116e+03 3.830266517e-04 3.158104162e-04 8.086288604e+00 6.653650597e+00 4.626893337e-03 4.574331754e-03
4.539078156e+03 3.739941881e-04 3.083651668e-04 8.086384873e+00 6.653771658e+00 4.527448914e-03 4.476419230e-03
4.549098196e+03 3.651744880e-04 3.010951931e-04 8.086479102e+00 6.653890143e+00 4.430099495e-03 4.380558075e-03
4.559118236e+03 3.565625906e-04 2.939964293e-04 8.086571333e+00 6.654006107e+00 4.334802102e-03 4.286706516e-03
4.569138277e+03 3.481535891e-04 2.870648307e-04 8.086661606e+00 6.654119602e+00 4.241514675e-03 4.194823688e-03
4.579158317e+03 3.399425986e-04 2.802963411e-04 8.086749964e+00 6.654230679e+00 4.150196072e-03 4.104869656e-03
4.589178357e+03 3.319250746e-04 2.736872543e-04 8.086836446e+00 6.654339388e+00 4.060805735e-03 4.016804933e-03
4.599198397e+03 3.240964969e-04 2.672338574e-04 8.086921089e+00 6.654445779e+00 3.973303988e-03 3.930590919e-03
4.609218437e+03 3.164524603e-04 2.609325334e-04 8.087003932e+00 6.654549899e+00 3.887651921e-03 3.846189749e-03
4.619238477e+03 3.089886701e-04 2.547797580e-04 8.087085013e+00 6.654651795e+00 3.803811381e-03 3.763564280e-03
4.629258517e+03 3.017006491e-04 2.487717863e-04 8.087164368e+00 6.654751516e+00 3.721745384e-03 3.682678648e-03
4.639278557e+03 2.945843891e-04 2.429053503e-04 8.087242034e+00 6.654849107e+00 3.641417128e-03 3.603496962e-03
4.649298597e+03 2.876358394e-04 2.371771119e-04 8.087318045e+00 6.654944611e+00 3.562790731e-03 3.525984294e-03
4.659318637e+03 2.808510380e-04 2.315838050e-04 8.087392436e+00 6.655038072e+00 3.485831018e-03 3.450106398e-03
4.669338677e+03 2.742261089e-04 2.261222322e-04 8.087465240e+00 6.655129533e+00 3.410503502e-03 3.375829692e-03
4.679358717e+03 2.677573494e-04 2.207893561e-04 8.087536491e+00 6.655219037e+00 3.336774528e-03 3.303121377e-03
4.689378758e+03 2.614410912e-04 2.155821559e-04 8.087606221e+00 6.655306623e+00 3.264611021e-03 3.231949224e-03
4.699398798e+03 2.552737067e-04 2.104976349e-04 8.087674461e+00 6.655392332e+00 3.193980485e-03 3.162281580e-03
4.709418838e+03 2.492516798e-04 2.055328940e-04 8.087741244e+00 6.655476204e+00 3.124851118e-03 3.094087453e-03
4.719438878e+03 2.433715730e-04 2.006850975e-04 8.087806599e+00 6.655558277e+00 3.057191742e-03 3.027336455e-03
4.729458918e+03 2.376300571e-04 1.959515079e-04 8.087870556e+00 6.655638589e+00 2.990971858e-03 2.961998839e-03
4.739478958e+03 2.320239334e-04 1.913295098e-04 8.087933144e+00 6.655717177e+00 2.926161678e-03 2.898045510e-03
4.749498998e+03 2.265499713e-04 1.868164323e-04 8.087994393e+00 6.655794078e+00 2.862731787e-03 2.835447800e-03
4.759519038e+03 2.212050593e-04 1.824097158e-04 8.088054329e+00 6.655869326e+00 2.800653441e-03 2.774177659e-03
4.769539078e+03 2.159861587e-04 1.781068617e-04 8.088112981e+00 6.655942956e+00 2.739898463e-03 2.714207584e-03
4.779559118e+03 2.108903011e-04 1.739054306e-04 8.088170376e+00 6.656015003e+00 2.680439227e-03 2.655510608e-03
4.789579158e+03 2.059146028e-04 1.698030241e-04 8.088226540e+00 6.656085500e+00 2.622248980e-03 2.598060620e-03
4.799599198e+03 2.010562273e-04 1.657973202e-04 8.088281499e+00 6.656154479e+00 2.565301092e-03 2.541831610e-03
4.809619238e+03 1.963124103e-04 1.618860431e-04 8.088335277e+00 6.656221973e+00 2.509569610e-03 2.486798227e-03
4.819639279e+03 1.916804509e-04 1.580669694e-04 8.088387901e+00 6.656288014e+00 2.455029099e-03 2.432935623e-03
4.829659319e+03 1.871577097e-04 1.543379261e-04 8.088439394e+00 6.656352630e+00 2.401654626e-03 2.380219440e-03
4.839679359e+03 1.827416290e-04 1.506968009e-04 8.088489780e+00 6.656415854e+00 2.349421908e-03 2.328625947e-03
4.849699399e+03 1.784296988e-04 1.471415241e-04 8.088539082e+00 6.656477714e+00 2.298307073e-03 2.278131817e-03
4.859719439e+03 1.742194542e-04 1.436700656e-04 8.088587324e+00 6.656538239e+00 2.248286647e-03 2.228714102e-03
4.869739479e+03 1.701084942e-04 1.402804452e-04 8.088634527e+00 6.656597458e+00 2.199337680e-03 2.180350366e-03
4.879759519e+03 1.660944714e-04 1.369707262e-04 8.088680714e+00 6.656655398e+00 2.151437685e-03 2.133018623e-03
4.889779559e+03 1.621751186e-04 1.337390441e-04 8.088725905e+00 6.656712086e+00 2.104564703e-03 2.086697389e-03
4.899799599e+03 1.583482612e-04 1.305836211e-04 8.088770123e+00 6.656767548e+00 2.058697344e-03 2.041365713e-03
4.909819639e+03 1.546116719e-04 1.275026093e-04 8.088813387e+00 6.656821811e+00 2.013814338e-03 1.997002808e-03
4.919839679e+03 1.509632189e-04 1.244942508e-04 8.088855718e+00 6.656874900e+00 1.969894976e-03 1.953588411e-03
4.929859719e+03 1.474008175e-04 1.215568265e-04 8.088897135e+00 6.656926841e+00 1.926918962e-03 1.911102660e-03
4.939879760e+03 1.439224290e-04 1.186886545e-04 8.088937658e+00 6.656977657e+00 1.884866400e-03 1.869526086e-03
4.949899800e+03 1.405260587e-04 1.158880893e-04 8.088977306e+00 6.657027373e+00 1.843717786e-03 1.828839597e-03
4.959919840e+03 1.372097686e-04 1.131535331e-04 8.089016098e+00 6.657076013e+00 1.803454050e-03 1.789024522e-03
4.969939880e+03 1.339718090e-04 1.104835640e-04 8.089054051e+00 6.657123597e+00 1.764057073e-03 1.750063057e-03
4.979959920e+03 1.308102390e-04 1.078765699e-04 8.089091183e+00 6.657170149e+00 1.725508190e-03 1.711936958e-03
4.989979960e+03 1.277232535e-04 1.053310637e-04 8.089127512e+00 6.657215692e+00 1.687789468e-03 1.674628659e-03
5.000000000e+03 1.247090871e-04 1.028455914e-04 8.089163055e+00 6.657260247e+00 1.650883330e-03 1.638120936e-03
