time            Cj              shCj            Br              shBr            Ap              shAp            Ck              Aq              Bs              shCk            shAq            shBs           
7.054108216e+03 2.323890311e-07 2.968960707e-01 5.038156922e-16 1.105748602e+00 -2.250000467e-16 1.236687502e+00 7.746301035e-13 -2.045454969e-22 5.038156922e-22 2.968960707e-01 1.236687502e+00 1.105748602e+00
7.074148297e+03 2.233264591e-07 2.968960661e-01 2.057657502e-17 1.105748602e+00 -3.427520979e-16 1.236687502e+00 7.444215304e-13 -3.115928162e-22 2.057657497e-23 2.968960661e-01 1.236687502e+00 1.105748602e+00
7.094188377e+03 2.146137406e-07 2.968960616e-01 -3.907670842e-16 1.105748602e+00 -4.330136996e-16 1.236687502e+00 7.153791355e-13 -3.936488177e-22 -3.907670842e-22 2.968960616e-01 1.236687502e+00 1.105748602e+00
7.114228457e+03 2.062363973e-07 2.968960574e-01 -6.947913181e-16 1.105748602e+00 -4.870598804e-16 1.236687502e+00 6.874546576e-13 -4.427817094e-22 -6.947913182e-22 2.968960574e-01 1.236687502e+00 1.105748602e+00
7.134268537e+03 1.981802802e-07 2.968960533e-01 -8.518680769e-16 1.105748602e+00 -4.953173857e-16 1.236687502e+00 6.606009341e-13 -4.502885324e-22 -8.518680770e-22 2.968960533e-01 1.236687502e+00 1.105748602e+00
7.154308617e+03 1.904336483e-07 2.968960494e-01 -8.720314090e-16 1.105748602e+00 -4.612832991e-16 1.236687502e+00 6.347788275e-13 -4.193484537e-22 -8.720314090e-22 2.968960494e-01 1.236687502e+00 1.105748602e+00
7.174348697e+03 1.830025981e-07 2.968960456e-01 -1.208342889e-15 1.105748602e+00 -5.030674574e-16 1.236687502e+00 6.100086604e-13 -4.573340522e-22 -1.208342889e-21 2.968960456e-01 1.236687502e+00 1.105748602e+00
7.194388778e+03 1.758617642e-07 2.968960420e-01 -1.504421865e-15 1.105748602e+00 -5.301494729e-16 1.236687502e+00 5.862058806e-13 -4.819540663e-22 -1.504421865e-21 2.968960420e-01 1.236687502e+00 1.105748602e+00
7.214428858e+03 1.689998562e-07 2.968960385e-01 -1.753313489e-15 1.105748602e+00 -5.424951992e-16 1.236687502e+00 5.633328541e-13 -4.931774538e-22 -1.753313489e-21 2.968960385e-01 1.236687502e+00 1.105748602e+00
7.234468938e+03 1.624058923e-07 2.968960351e-01 -1.948479792e-15 1.105748602e+00 -5.404944305e-16 1.236687502e+00 5.413529744e-13 -4.913585732e-22 -1.948479792e-21 2.968960351e-01 1.236687502e+00 1.105748602e+00
7.254509018e+03 1.560691612e-07 2.968960319e-01 -2.083875391e-15 1.105748602e+00 -5.249963546e-16 1.236687502e+00 5.202305374e-13 -4.772694133e-22 -2.083875391e-21 2.968960319e-01 1.236687502e+00 1.105748602e+00
7.274549098e+03 1.499791846e-07 2.968960288e-01 -2.154023193e-15 1.105748602e+00 -4.973450071e-16 1.236687502e+00 4.999306154e-13 -4.521318247e-22 -2.154023193e-21 2.968960288e-01 1.236687502e+00 1.105748602e+00
7.294589178e+03 1.441256796e-07 2.968960259e-01 -2.154090110e-15 1.105748602e+00 -4.594147241e-16 1.236687502e+00 4.804189321e-13 -4.176497492e-22 -2.154090110e-21 2.968960259e-01 1.236687502e+00 1.105748602e+00
7.314629259e+03 1.384985211e-07 2.968960230e-01 -2.079962761e-15 1.105748602e+00 -4.136455961e-16 1.236687502e+00 4.616617370e-13 -3.760414510e-22 -2.079962761e-21 2.968960230e-01 1.236687502e+00 1.105748602e+00
7.334669339e+03 1.330877040e-07 2.968960203e-01 -1.928323182e-15 1.105748602e+00 -3.630789212e-16 1.236687502e+00 4.436256799e-13 -3.300717466e-22 -1.928323182e-21 2.968960203e-01 1.236687502e+00 1.105748602e+00
7.354709419e+03 1.278879327e-07 2.968960176e-01 -1.718912636e-15 1.105748602e+00 -3.050586355e-16 1.236687502e+00 4.262931090e-13 -2.773260322e-22 -1.718912636e-21 2.968960176e-01 1.236687502e+00 1.105748602e+00
7.374749499e+03 1.229037447e-07 2.968960151e-01 -1.519355878e-15 1.105748602e+00 -2.242018108e-16 1.236687502e+00 4.096791490e-13 -2.038198281e-22 -1.519355878e-21 2.968960151e-01 1.236687502e+00 1.105748602e+00
7.394789579e+03 1.181157911e-07 2.968960127e-01 -1.283723570e-15 1.105748602e+00 -1.385412067e-16 1.236687502e+00 3.937193037e-13 -1.259465516e-22 -1.283723570e-21 2.968960127e-01 1.236687502e+00 1.105748602e+00
7.414829659e+03 1.135160884e-07 2.968960103e-01 -1.021830595e-15 1.105748602e+00 -5.125285330e-17 1.236687502e+00 3.783869612e-13 -4.659350301e-23 -1.021830595e-21 2.968960103e-01 1.236687502e+00 1.105748602e+00
7.434869739e+03 1.090967890e-07 2.968960081e-01 -7.456448421e-16 1.105748602e+00 3.398823339e-17 1.236687502e+00 3.636559635e-13 3.089839398e-23 -7.456448421e-22 2.968960081e-01 1.236687502e+00 1.105748602e+00
7.454909820e+03 1.048501535e-07 2.968960059e-01 -4.694074764e-16 1.105748602e+00 1.129853187e-16 1.236687502e+00 3.495005117e-13 1.027139260e-22 -4.694074763e-22 2.968960059e-01 1.236687502e+00 1.105748602e+00
7.474949900e+03 1.007685217e-07 2.968960038e-01 -2.097532070e-16 1.105748602e+00 1.809972161e-16 1.236687502e+00 3.358950722e-13 1.645429237e-22 -2.097532070e-22 2.968960038e-01 1.236687502e+00 1.105748602e+00
7.494989980e+03 9.684428441e-08 2.968960019e-01 1.416944594e-17 1.105748602e+00 2.327155544e-16 1.236687502e+00 3.228142814e-13 2.115595949e-22 1.416944594e-23 2.968960019e-01 1.236687502e+00 1.105748602e+00
7.515030060e+03 9.306985554e-08 2.968959999e-01 1.805778835e-16 1.105748602e+00 2.622420446e-16 1.236687502e+00 3.102328518e-13 2.384018588e-22 1.805778835e-22 2.968959999e-01 1.236687502e+00 1.105748602e+00
7.535070140e+03 8.943764326e-08 2.968959981e-01 2.649351604e-16 1.105748602e+00 2.630657470e-16 1.236687502e+00 2.981254775e-13 2.391506791e-22 2.649351604e-22 2.968959981e-01 1.236687502e+00 1.105748602e+00
7.555110220e+03 8.595770674e-08 2.968959963e-01 4.536826011e-16 1.105748602e+00 2.861732423e-16 1.236687502e+00 2.865256891e-13 2.601574930e-22 4.536826011e-22 2.968959963e-01 1.236687502e+00 1.105748602e+00
7.575150301e+03 8.264209600e-08 2.968959946e-01 9.550931686e-16 1.105748602e+00 3.886417352e-16 1.236687502e+00 2.754736533e-13 3.533106683e-22 9.550931686e-22 2.968959946e-01 1.236687502e+00 1.105748602e+00
7.595190381e+03 7.946114381e-08 2.968959930e-01 1.470956921e-15 1.105748602e+00 4.900341231e-16 1.236687502e+00 2.648704794e-13 4.454855664e-22 1.470956921e-21 2.968959930e-01 1.236687502e+00 1.105748602e+00
7.615230461e+03 7.640915681e-08 2.968959915e-01 1.991168758e-15 1.105748602e+00 5.884064792e-16 1.236687502e+00 2.546971894e-13 5.349149811e-22 1.991168758e-21 2.968959915e-01 1.236687502e+00 1.105748602e+00
7.635270541e+03 7.348046217e-08 2.968959900e-01 2.504296226e-15 1.105748602e+00 6.816399352e-16 1.236687502e+00 2.449348739e-13 6.196726684e-22 2.504296226e-21 2.968959900e-01 1.236687502e+00 1.105748602e+00
7.655310621e+03 7.066938469e-08 2.968959886e-01 2.997525755e-15 1.105748602e+00 7.674360248e-16 1.236687502e+00 2.355646156e-13 6.976691135e-22 2.997525755e-21 2.968959886e-01 1.236687502e+00 1.105748602e+00
7.675350701e+03 6.797022400e-08 2.968959872e-01 3.456608886e-15 1.105748602e+00 8.433120273e-16 1.236687502e+00 2.265674133e-13 7.666472975e-22 3.456608886e-21 2.968959872e-01 1.236687502e+00 1.105748602e+00
7.695390782e+03 6.537723174e-08 2.968959859e-01 3.865808500e-15 1.105748602e+00 9.065963112e-16 1.236687502e+00 2.179241058e-13 8.241784648e-22 3.865808500e-21 2.968959859e-01 1.236687502e+00 1.105748602e+00
7.715430862e+03 6.288458866e-08 2.968959846e-01 4.207845052e-15 1.105748602e+00 9.544236779e-16 1.236687502e+00 2.096152955e-13 8.676578890e-22 4.207845052e-21 2.968959846e-01 1.236687502e+00 1.105748602e+00
7.735470942e+03 6.048638184e-08 2.968959834e-01 4.463842799e-15 1.105748602e+00 9.837307050e-16 1.236687502e+00 2.016212728e-13 8.943006409e-22 4.463842799e-21 2.968959834e-01 1.236687502e+00 1.105748602e+00
7.755511022e+03 5.817658182e-08 2.968959822e-01 4.613276032e-15 1.105748602e+00 9.912510901e-16 1.236687502e+00 1.939219394e-13 9.011373547e-22 4.613276032e-21 2.968959822e-01 1.236687502e+00 1.105748602e+00
7.775551102e+03 5.594901979e-08 2.968959811e-01 4.633915307e-15 1.105748602e+00 9.735109945e-16 1.236687502e+00 1.864967326e-13 8.850099950e-22 4.633915307e-21 2.968959811e-01 1.236687502e+00 1.105748602e+00
7.795591182e+03 5.379736472e-08 2.968959800e-01 4.501773673e-15 1.105748602e+00 9.268243865e-16 1.236687502e+00 1.793245491e-13 8.425676241e-22 4.501773673e-21 2.968959800e-01 1.236687502e+00 1.105748602e+00
7.815631263e+03 5.171510053e-08 2.968959789e-01 4.191052905e-15 1.105748602e+00 8.472883850e-16 1.236687502e+00 1.723836684e-13 7.702621682e-22 4.191052905e-21 2.968959789e-01 1.236687502e+00 1.105748602e+00
7.835671343e+03 4.972184436e-08 2.968959779e-01 3.899909436e-15 1.105748602e+00 7.677612577e-16 1.236687502e+00 1.657394812e-13 6.979647797e-22 3.899909436e-21 2.968959779e-01 1.236687502e+00 1.105748602e+00
7.855711423e+03 4.785336269e-08 2.968959770e-01 3.965005637e-15 1.105748602e+00 7.438725721e-16 1.236687502e+00 1.595112090e-13 6.762477929e-22 3.965005637e-21 2.968959770e-01 1.236687502e+00 1.105748602e+00
7.875751503e+03 4.606047157e-08 2.968959761e-01 3.994932900e-15 1.105748602e+00 7.121074235e-16 1.236687502e+00 1.535349052e-13 6.473703850e-22 3.994932900e-21 2.968959761e-01 1.236687502e+00 1.105748602e+00
7.895791583e+03 4.433954295e-08 2.968959752e-01 3.989172453e-15 1.105748602e+00 6.730635971e-16 1.236687502e+00 1.477984765e-13 6.118759974e-22 3.989172453e-21 2.968959752e-01 1.236687502e+00 1.105748602e+00
7.915831663e+03 4.268694377e-08 2.968959744e-01 3.947647592e-15 1.105748602e+00 6.275118083e-16 1.236687502e+00 1.422898126e-13 5.704652803e-22 3.947647592e-21 2.968959744e-01 1.236687502e+00 1.105748602e+00
7.935871743e+03 4.109902277e-08 2.968959736e-01 3.870752761e-15 1.105748602e+00 5.764046133e-16 1.236687502e+00 1.369967426e-13 5.240041939e-22 3.870752761e-21 2.968959736e-01 1.236687502e+00 1.105748602e+00
7.955911824e+03 3.957209728e-08 2.968959728e-01 3.759382620e-15 1.105748602e+00 5.208853198e-16 1.236687502e+00 1.319069909e-13 4.735321089e-22 3.759382620e-21 2.968959728e-01 1.236687502e+00 1.105748602e+00
7.975951904e+03 3.810244010e-08 2.968959720e-01 3.614961119e-15 1.105748602e+00 4.622968982e-16 1.236687502e+00 1.270081337e-13 4.202699075e-22 3.614961119e-21 2.968959720e-01 1.236687502e+00 1.105748602e+00
7.995991984e+03 3.668626630e-08 2.968959713e-01 3.439470576e-15 1.105748602e+00 4.021908920e-16 1.236687502e+00 1.222875543e-13 3.656280836e-22 3.439470576e-21 2.968959713e-01 1.236687502e+00 1.105748602e+00
8.016032064e+03 3.531972003e-08 2.968959706e-01 3.235480743e-15 1.105748602e+00 3.423363287e-16 1.236687502e+00 1.177324001e-13 3.112148443e-22 3.235480743e-21 2.968959706e-01 1.236687502e+00 1.105748602e+00
8.036072144e+03 3.399886138e-08 2.968959699e-01 3.006177887e-15 1.105748602e+00 2.847286307e-16 1.236687502e+00 1.133295379e-13 2.588442098e-22 3.006177887e-21 2.968959699e-01 1.236687502e+00 1.105748602e+00
8.056112224e+03 3.271965317e-08 2.968959693e-01 2.755393856e-15 1.105748602e+00 2.315985262e-16 1.236687502e+00 1.090655106e-13 2.105441147e-22 2.755393856e-21 2.968959693e-01 1.236687502e+00 1.105748602e+00
8.076152305e+03 3.147794779e-08 2.968959687e-01 2.487635157e-15 1.105748602e+00 1.854209596e-16 1.236687502e+00 1.049264926e-13 1.685645087e-22 2.487635157e-21 2.968959687e-01 1.236687502e+00 1.105748602e+00
8.096192385e+03 3.026947404e-08 2.968959681e-01 2.208112029e-15 1.105748602e+00 1.489240026e-16 1.236687502e+00 1.008982468e-13 1.353854569e-22 2.208112029e-21 2.968959681e-01 1.236687502e+00 1.105748602e+00
8.116232465e+03 2.910689394e-08 2.968959675e-01 1.907516362e-15 1.105748602e+00 1.099168673e-16 1.236687502e+00 9.702297982e-14 9.992442483e-23 1.907516362e-21 2.968959675e-01 1.236687502e+00 1.105748602e+00
8.136272545e+03 2.802550378e-08 2.968959669e-01 1.556945461e-15 1.105748602e+00 3.621702530e-17 1.236687502e+00 9.341834593e-14 3.292456846e-23 1.556945461e-21 2.968959669e-01 1.236687502e+00 1.105748602e+00
8.156312625e+03 2.698481939e-08 2.968959664e-01 1.195847604e-15 1.105748602e+00 -3.682938934e-17 1.236687502e+00 8.994939797e-14 -3.348126303e-23 1.195847604e-21 2.968959664e-01 1.236687502e+00 1.105748602e+00
8.176352705e+03 2.598296695e-08 2.968959659e-01 8.298373019e-16 1.105748602e+00 -1.080816264e-16 1.236687502e+00 8.660988984e-14 -9.825602398e-23 8.298373019e-22 2.968959659e-01 1.236687502e+00 1.105748602e+00
8.196392786e+03 2.501811437e-08 2.968959654e-01 4.651715960e-16 1.105748602e+00 -1.763068739e-16 1.236687502e+00 8.339371457e-14 -1.602789763e-22 4.651715960e-22 2.968959654e-01 1.236687502e+00 1.105748602e+00
8.216432866e+03 2.408846571e-08 2.968959649e-01 1.087723275e-16 1.105748602e+00 -2.401781136e-16 1.236687502e+00 8.029488571e-14 -2.183437397e-22 1.087723275e-22 2.968959649e-01 1.236687502e+00 1.105748602e+00
8.236472946e+03 2.319225564e-08 2.968959645e-01 -2.317515838e-16 1.105748602e+00 -2.982719766e-16 1.236687502e+00 7.730751879e-14 -2.711563423e-22 -2.317515838e-22 2.968959645e-01 1.236687502e+00 1.105748602e+00
8.256513026e+03 2.232774383e-08 2.968959640e-01 -5.480818643e-16 1.105748602e+00 -3.490665984e-16 1.236687502e+00 7.442581278e-14 -3.173332712e-22 -5.480818643e-22 2.968959640e-01 1.236687502e+00 1.105748602e+00
8.276553106e+03 2.149320945e-08 2.968959636e-01 -8.311686111e-16 1.105748602e+00 -3.909394747e-16 1.236687502e+00 7.164403150e-14 -3.553995224e-22 -8.311686111e-22 2.968959636e-01 1.236687502e+00 1.105748602e+00
8.296593186e+03 2.068694553e-08 2.968959632e-01 -1.071208016e-15 1.105748602e+00 -4.221653166e-16 1.236687502e+00 6.895648511e-14 -3.837866515e-22 -1.071208016e-21 2.968959632e-01 1.236687502e+00 1.105748602e+00
8.316633267e+03 1.990725346e-08 2.968959628e-01 -1.257620090e-15 1.105748602e+00 -4.409139065e-16 1.236687502e+00 6.635751152e-14 -4.008308241e-22 -1.257620090e-21 2.968959628e-01 1.236687502e+00 1.105748602e+00
8.336673347e+03 1.915243735e-08 2.968959624e-01 -1.379026387e-15 1.105748602e+00 -4.452479528e-16 1.236687502e+00 6.384145785e-14 -4.047708662e-22 -1.379026387e-21 2.968959624e-01 1.236687502e+00 1.105748602e+00
8.356713427e+03 1.842079855e-08 2.968959620e-01 -1.423227728e-15 1.105748602e+00 -4.331209460e-16 1.236687502e+00 6.140266185e-14 -3.937463146e-22 -1.423227728e-21 2.968959620e-01 1.236687502e+00 1.105748602e+00
8.376753507e+03 1.771063002e-08 2.968959617e-01 -1.377181928e-15 1.105748602e+00 -4.023750139e-16 1.236687502e+00 5.903543339e-14 -3.657954672e-22 -1.377181928e-21 2.968959617e-01 1.236687502e+00 1.105748602e+00
8.396793587e+03 1.702468166e-08 2.968959613e-01 -1.298579872e-15 1.105748602e+00 -3.639035662e-16 1.236687502e+00 5.674893885e-14 -3.308214238e-22 -1.298579872e-21 2.968959613e-01 1.236687502e+00 1.105748602e+00
8.416833667e+03 1.637648114e-08 2.968959610e-01 -1.417135501e-15 1.105748602e+00 -3.602774341e-16 1.236687502e+00 5.458827047e-14 -3.275249400e-22 -1.417135501e-21 2.968959610e-01 1.236687502e+00 1.105748602e+00
8.436873747e+03 1.575149849e-08 2.968959607e-01 -1.512730586e-15 1.105748602e+00 -3.514063063e-16 1.236687502e+00 5.250499498e-14 -3.194602785e-22 -1.512730586e-21 2.968959607e-01 1.236687502e+00 1.105748602e+00
8.456913828e+03 1.514893760e-08 2.968959604e-01 -1.584743711e-15 1.105748602e+00 -3.376101955e-16 1.236687502e+00 5.049645867e-14 -3.069183596e-22 -1.584743711e-21 2.968959604e-01 1.236687502e+00 1.105748602e+00
8.476953908e+03 1.456804280e-08 2.968959601e-01 -1.632826699e-15 1.105748602e+00 -3.193127525e-16 1.236687502e+00 4.856014265e-14 -2.902843205e-22 -1.632826699e-21 2.968959601e-01 1.236687502e+00 1.105748602e+00
8.496993988e+03 1.400809582e-08 2.968959598e-01 -1.656922808e-15 1.105748602e+00 -2.970465631e-16 1.236687502e+00 4.669365275e-14 -2.700423301e-22 -1.656922808e-21 2.968959598e-01 1.236687502e+00 1.105748602e+00
8.517034068e+03 1.346841281e-08 2.968959595e-01 -1.657284932e-15 1.105748602e+00 -2.714584456e-16 1.236687502e+00 4.489470937e-14 -2.467804051e-22 -1.657284932e-21 2.968959595e-01 1.236687502e+00 1.105748602e+00
8.537074148e+03 1.294834121e-08 2.968959593e-01 -1.634493789e-15 1.105748602e+00 -2.433147477e-16 1.236687502e+00 4.316113738e-14 -2.211952252e-22 -1.634493789e-21 2.968959593e-01 1.236687502e+00 1.105748602e+00
8.557114228e+03 1.244725678e-08 2.968959590e-01 -1.589476125e-15 1.105748602e+00 -2.135066434e-16 1.236687502e+00 4.149085594e-14 -1.940969486e-22 -1.589476125e-21 2.968959590e-01 1.236687502e+00 1.105748602e+00
8.577154309e+03 1.196456053e-08 2.968959588e-01 -1.523522907e-15 1.105748602e+00 -1.830554306e-16 1.236687502e+00 3.988186843e-14 -1.664140279e-22 -1.523522907e-21 2.968959588e-01 1.236687502e+00 1.105748602e+00
8.597194389e+03 1.149967568e-08 2.968959585e-01 -1.438307522e-15 1.105748602e+00 -1.531178278e-16 1.236687502e+00 3.833225226e-14 -1.391980253e-22 -1.438307522e-21 2.968959585e-01 1.236687502e+00 1.105748602e+00
8.617234469e+03 1.105204463e-08 2.968959583e-01 -1.335903971e-15 1.105748602e+00 -1.249912711e-16 1.236687502e+00 3.684014877e-14 -1.136284283e-22 -1.335903971e-21 2.968959583e-01 1.236687502e+00 1.105748602e+00
8.637274549e+03 1.062112593e-08 2.968959581e-01 -1.218805066e-15 1.105748602e+00 -1.001192117e-16 1.236687502e+00 3.540375310e-14 -9.101746521e-23 -1.218805066e-21 2.968959581e-01 1.236687502e+00 1.105748602e+00
8.657314629e+03 1.020639121e-08 2.968959579e-01 -1.089940629e-15 1.105748602e+00 -8.009641288e-17 1.236687502e+00 3.402130405e-14 -7.281492080e-23 -1.089940629e-21 2.968959579e-01 1.236687502e+00 1.105748602e+00
8.677354709e+03 9.807433917e-09 2.968959577e-01 -9.478998156e-16 1.105748602e+00 -6.157327874e-17 1.236687502e+00 3.269144639e-14 -5.597570794e-23 -9.478998156e-22 2.968959577e-01 1.236687502e+00 1.105748602e+00
8.697394790e+03 9.424328858e-09 2.968959575e-01 -7.713848022e-16 1.105748602e+00 -1.970648633e-17 1.236687502e+00 3.141442953e-14 -1.791498757e-23 -7.713848022e-22 2.968959575e-01 1.236687502e+00 1.105748602e+00
8.717434870e+03 9.056105864e-09 2.968959573e-01 -5.846126714e-16 1.105748602e+00 2.229255574e-17 1.236687502e+00 3.018701955e-14 2.026595976e-23 -5.846126714e-22 2.968959573e-01 1.236687502e+00 1.105748602e+00
8.737474950e+03 8.702292383e-09 2.968959571e-01 -3.909920258e-16 1.105748602e+00 6.371440546e-17 1.236687502e+00 2.900764128e-14 5.792218678e-23 -3.909920258e-22 2.968959571e-01 1.236687502e+00 1.105748602e+00
8.757515030e+03 8.362416367e-09 2.968959569e-01 -1.943479528e-16 1.105748602e+00 1.037904234e-16 1.236687502e+00 2.787472122e-14 9.435493040e-23 -1.943479528e-22 2.968959569e-01 1.236687502e+00 1.105748602e+00
8.777555110e+03 8.036003310e-09 2.968959568e-01 1.063461299e-18 1.105748602e+00 1.416913931e-16 1.236687502e+00 2.678667770e-14 1.288103574e-22 1.063461299e-24 2.968959568e-01 1.236687502e+00 1.105748602e+00
8.797595190e+03 7.722573300e-09 2.968959566e-01 1.905406182e-16 1.105748602e+00 1.765261409e-16 1.236687502e+00 2.574191100e-14 1.604783099e-22 1.905406182e-22 2.968959566e-01 1.236687502e+00 1.105748602e+00
8.817635271e+03 7.421638062e-09 2.968959565e-01 3.689218939e-16 1.105748602e+00 2.073401565e-16 1.236687502e+00 2.473879354e-14 1.884910514e-22 3.689218939e-22 2.968959565e-01 1.236687502e+00 1.105748602e+00
8.837675351e+03 7.132698009e-09 2.968959563e-01 5.305711246e-16 1.105748602e+00 2.331142131e-16 1.236687502e+00 2.377566003e-14 2.119220119e-22 5.305711246e-22 2.968959563e-01 1.236687502e+00 1.105748602e+00
8.857715431e+03 6.855239282e-09 2.968959562e-01 6.693630940e-16 1.105748602e+00 2.527629875e-16 1.236687502e+00 2.285079761e-14 2.297845341e-22 6.693630940e-22 2.968959562e-01 1.236687502e+00 1.105748602e+00
8.877755511e+03 6.588730802e-09 2.968959560e-01 7.786690188e-16 1.105748602e+00 2.651336804e-16 1.236687502e+00 2.196243601e-14 2.410306186e-22 7.786690188e-22 2.968959560e-01 1.236687502e+00 1.105748602e+00
8.897795591e+03 6.332621315e-09 2.968959559e-01 8.513420357e-16 1.105748602e+00 2.690046365e-16 1.236687502e+00 2.110873772e-14 2.445496696e-22 8.513420357e-22 2.968959559e-01 1.236687502e+00 1.105748602e+00
8.917835671e+03 6.086336436e-09 2.968959558e-01 8.797026875e-16 1.105748602e+00 2.630839649e-16 1.236687502e+00 2.028778812e-14 2.391672409e-22 8.797026875e-22 2.968959558e-01 1.236687502e+00 1.105748602e+00
8.937875752e+03 5.849275698e-09 2.968959557e-01 8.555244098e-16 1.105748602e+00 2.460081592e-16 1.236687502e+00 1.949758566e-14 2.236437811e-22 8.555244098e-22 2.968959557e-01 1.236687502e+00 1.105748602e+00
8.957915832e+03 5.621454155e-09 2.968959555e-01 7.912007318e-16 1.105748602e+00 2.202404409e-16 1.236687502e+00 1.873818052e-14 2.002185826e-22 7.912007318e-22 2.968959555e-01 1.236687502e+00 1.105748602e+00
8.977955912e+03 5.408026473e-09 2.968959554e-01 8.685002421e-16 1.105748602e+00 2.194590310e-16 1.236687502e+00 1.802675491e-14 1.995082100e-22 8.685002421e-22 2.968959554e-01 1.236687502e+00 1.105748602e+00
8.997995992e+03 5.203913219e-09 2.968959553e-01 9.334322746e-16 1.105748602e+00 2.155591736e-16 1.236687502e+00 1.734637740e-14 1.959628850e-22 9.334322746e-22 2.968959553e-01 1.236687502e+00 1.105748602e+00
9.018036072e+03 5.008680107e-09 2.968959552e-01 9.852969924e-16 1.105748602e+00 2.086924610e-16 1.236687502e+00 1.669560036e-14 1.897204191e-22 9.852969924e-22 2.968959552e-01 1.236687502e+00 1.105748602e+00
9.038076152e+03 4.821875111e-09 2.968959551e-01 1.023534340e-15 1.105748602e+00 1.990717935e-16 1.236687502e+00 1.607291704e-14 1.809743577e-22 1.023534340e-21 2.968959551e-01 1.236687502e+00 1.105748602e+00
9.058116232e+03 4.643026273e-09 2.968959550e-01 1.047734661e-15 1.105748602e+00 1.869746261e-16 1.236687502e+00 1.547675424e-14 1.699769328e-22 1.047734661e-21 2.968959550e-01 1.236687502e+00 1.105748602e+00
9.078156313e+03 4.471639520e-09 2.968959550e-01 1.057649316e-15 1.105748602e+00 1.727462156e-16 1.236687502e+00 1.490546507e-14 1.570420142e-22 1.057649316e-21 2.968959550e-01 1.236687502e+00 1.105748602e+00
9.098196393e+03 4.307196471e-09 2.968959549e-01 1.053201302e-15 1.105748602e+00 1.568028678e-16 1.236687502e+00 1.435732157e-14 1.425480617e-22 1.053201302e-21 2.968959549e-01 1.236687502e+00 1.105748602e+00
9.118236473e+03 4.149152246e-09 2.968959548e-01 1.034495867e-15 1.105748602e+00 1.396351846e-16 1.236687502e+00 1.383050749e-14 1.269410769e-22 1.034495867e-21 2.968959548e-01 1.236687502e+00 1.105748602e+00
9.138276553e+03 3.996933285e-09 2.968959547e-01 1.001831130e-15 1.105748602e+00 1.218113111e-16 1.236687502e+00 1.332311095e-14 1.107375556e-22 1.001831130e-21 2.968959547e-01 1.236687502e+00 1.105748602e+00
9.158316633e+03 3.849935151e-09 2.968959546e-01 9.557086999e-16 1.105748602e+00 1.039801828e-16 1.236687502e+00 1.283311717e-14 9.452743889e-23 9.557086999e-22 2.968959546e-01 1.236687502e+00 1.105748602e+00
9.178356713e+03 3.707520346e-09 2.968959546e-01 8.968442912e-16 1.105748602e+00 8.687477244e-17 1.236687502e+00 1.235840115e-14 7.897706586e-23 8.968442912e-22 2.968959546e-01 1.236687502e+00 1.105748602e+00
9.198396794e+03 3.569016122e-09 2.968959545e-01 8.261783430e-16 1.105748602e+00 7.131533755e-17 1.236687502e+00 1.189672041e-14 6.483212504e-23 8.261783430e-22 2.968959545e-01 1.236687502e+00 1.105748602e+00
9.218436874e+03 3.433712287e-09 2.968959544e-01 7.448866365e-16 1.105748602e+00 5.821266719e-17 1.236687502e+00 1.144570762e-14 5.292060653e-23 7.448866365e-22 2.968959544e-01 1.236687502e+00 1.105748602e+00
9.238476954e+03 3.302316249e-09 2.968959544e-01 6.520047064e-16 1.105748602e+00 4.631483020e-17 1.236687502e+00 1.100772083e-14 4.210439109e-23 6.520047064e-22 2.968959544e-01 1.236687502e+00 1.105748602e+00
9.258517034e+03 3.203353686e-09 2.968959543e-01 5.012037231e-16 1.105748602e+00 -8.674194934e-18 1.236687502e+00 1.067784562e-14 -7.885631758e-24 5.012037231e-22 2.968959543e-01 1.236687502e+00 1.105748602e+00
9.278557114e+03 3.111130840e-09 2.968959543e-01 3.351344042e-16 1.105748602e+00 -6.705995929e-17 1.236687502e+00 1.037043613e-14 -6.096359936e-23 3.351344042e-22 2.968959543e-01 1.236687502e+00 1.105748602e+00
9.298597194e+03 3.025304957e-09 2.968959542e-01 1.551373287e-16 1.105748602e+00 -1.283718422e-16 1.236687502e+00 1.008434986e-14 -1.167016747e-22 1.551373287e-22 2.968959542e-01 1.236687502e+00 1.105748602e+00
9.318637275e+03 2.945511271e-09 2.968959542e-01 -3.720168025e-17 1.105748602e+00 -1.920732952e-16 1.236687502e+00 9.818370903e-15 -1.746120865e-22 -3.720168025e-23 2.968959542e-01 1.236687502e+00 1.105748602e+00
9.338677355e+03 2.871361376e-09 2.968959541e-01 -2.400418503e-16 1.105748602e+00 -2.575594588e-16 1.236687502e+00 9.571204586e-15 -2.341449626e-22 -2.400418503e-22 2.968959541e-01 1.236687502e+00 1.105748602e+00
9.358717435e+03 2.802441592e-09 2.968959541e-01 -4.512777560e-16 1.105748602e+00 -3.241547795e-16 1.236687502e+00 9.341471975e-15 -2.946861632e-22 -4.512777560e-22 2.968959541e-01 1.236687502e+00 1.105748602e+00
9.378757515e+03 2.738311339e-09 2.968959541e-01 -6.685296141e-16 1.105748602e+00 -3.911106257e-16 1.236687502e+00 9.127704462e-15 -3.555551143e-22 -6.685296141e-22 2.968959541e-01 1.236687502e+00 1.105748602e+00
