time            Cj              Ck             
7.232464930e+02 4.585048696e+01 5.034664538e+01
7.250501002e+02 4.585643853e+01 5.035330812e+01
7.268537074e+02 4.586236363e+01 5.035994038e+01
7.286573146e+02 4.586826246e+01 5.036654237e+01
7.304609218e+02 4.587413520e+01 5.037311433e+01
7.322645291e+02 4.587998204e+01 5.037965648e+01
7.340681363e+02 4.588580317e+01 5.038616902e+01
7.358717435e+02 4.589159878e+01 5.039265218e+01
7.376753507e+02 4.589736904e+01 5.039910617e+01
7.394789579e+02 4.590311413e+01 5.040553121e+01
7.412825651e+02 4.590883424e+01 5.041192749e+01
7.430861723e+02 4.591452953e+01 5.041829524e+01
7.448897796e+02 4.592020019e+01 5.042463465e+01
7.466933868e+02 4.592584638e+01 5.043094592e+01
7.484969940e+02 4.593146829e+01 5.043722927e+01
7.503006012e+02 4.593706607e+01 5.044348489e+01
7.521042084e+02 4.594263990e+01 5.044971297e+01
7.539078156e+02 4.594818994e+01 5.045591371e+01
7.557114228e+02 4.595371636e+01 5.046208731e+01
7.575150301e+02 4.595921932e+01 5.046823395e+01
7.593186373e+02 4.596469898e+01 5.047435383e+01
7.611222445e+02 4.597015551e+01 5.048044714e+01
7.629258517e+02 4.597558906e+01 5.048651405e+01
7.647294589e+02 4.598099978e+01 5.049255476e+01
7.665330661e+02 4.598638785e+01 5.049856945e+01
7.683366733e+02 4.599175340e+01 5.050455829e+01
7.701402806e+02 4.599709660e+01 5.051052147e+01
7.719438878e+02 4.600241759e+01 5.051645917e+01
7.737474950e+02 4.600771652e+01 5.052237156e+01
7.755511022e+02 4.601299354e+01 5.052825881e+01
7.773547094e+02 4.601824881e+01 5.053412110e+01
7.791583166e+02 4.602348246e+01 5.053995859e+01
7.809619238e+02 4.602869464e+01 5.054577146e+01
7.827655311e+02 4.603388549e+01 5.055155988e+01
7.845691383e+02 4.603905516e+01 5.055732401e+01
7.863727455e+02 4.604420378e+01 5.056306401e+01
7.881763527e+02 4.604933150e+01 5.056878005e+01
7.899799599e+02 4.605443844e+01 5.057447229e+01
7.917835671e+02 4.605952476e+01 5.058014088e+01
7.935871743e+02 4.606459059e+01 5.058578600e+01
7.953907816e+02 4.606963605e+01 5.059140779e+01
7.971943888e+02 4.607466129e+01 5.059700641e+01
7.989979960e+02 4.607966643e+01 5.060258201e+01
8.008016032e+02 4.608465160e+01 5.060813476e+01
8.026052104e+02 4.608961694e+01 5.061366478e+01
8.044088176e+02 4.609456257e+01 5.061917225e+01
8.062124248e+02 4.609948862e+01 5.062465731e+01
8.080160321e+02 4.610439522e+01 5.063012009e+01
8.098196393e+02 4.610928249e+01 5.063556076e+01
8.116232465e+02 4.611415055e+01 5.064097946e+01
8.134268537e+02 4.611899953e+01 5.064637632e+01
8.152304609e+02 4.612382955e+01 5.065175149e+01
8.170340681e+02 4.612864072e+01 5.065710511e+01
8.188376754e+02 4.613343318e+01 5.066243732e+01
8.206412826e+02 4.613820703e+01 5.066774826e+01
8.224448898e+02 4.614296240e+01 5.067303806e+01
8.242484970e+02 4.614769940e+01 5.067830687e+01
8.260521042e+02 4.615241815e+01 5.068355481e+01
8.278557114e+02 4.615711876e+01 5.068878202e+01
8.296593186e+02 4.616180134e+01 5.069398863e+01
8.314629259e+02 4.616646601e+01 5.069917478e+01
8.332665331e+02 4.617111288e+01 5.070434058e+01
8.350701403e+02 4.617574206e+01 5.070948618e+01
8.368737475e+02 4.618035366e+01 5.071461170e+01
8.386773547e+02 4.618494778e+01 5.071971726e+01
8.404809619e+02 4.618952454e+01 5.072480300e+01
8.422845691e+02 4.619408404e+01 5.072986903e+01
8.440881764e+02 4.619862639e+01 5.073491548e+01
8.458917836e+02 4.620315169e+01 5.073994247e+01
8.476953908e+02 4.620766005e+01 5.074495012e+01
8.494989980e+02 4.621215157e+01 5.074993856e+01
8.513026052e+02 4.621662635e+01 5.075490790e+01
8.531062124e+02 4.622108449e+01 5.075985825e+01
8.549098196e+02 4.622552610e+01 5.076478975e+01
8.567134269e+02 4.622995128e+01 5.076970250e+01
8.585170341e+02 4.623436011e+01 5.077459661e+01
8.603206413e+02 4.623875271e+01 5.077947221e+01
8.621242485e+02 4.624312917e+01 5.078432941e+01
8.639278557e+02 4.624748958e+01 5.078916831e+01
8.657314629e+02 4.625183404e+01 5.079398903e+01
8.675350701e+02 4.625616265e+01 5.079879168e+01
8.693386774e+02 4.626047550e+01 5.080357637e+01
8.711422846e+02 4.626477268e+01 5.080834321e+01
8.729458918e+02 4.626905429e+01 5.081309230e+01
8.747494990e+02 4.627332042e+01 5.081782376e+01
8.765531062e+02 4.627757116e+01 5.082253768e+01
8.783567134e+02 4.628180659e+01 5.082723418e+01
8.801603206e+02 4.628602682e+01 5.083191335e+01
8.819639279e+02 4.629023192e+01 5.083657530e+01
8.837675351e+02 4.629442199e+01 5.084122014e+01
8.855711423e+02 4.629859711e+01 5.084584796e+01
8.873747495e+02 4.630275737e+01 5.085045887e+01
8.891783567e+02 4.630690286e+01 5.085505296e+01
8.909819639e+02 4.631103367e+01 5.085963034e+01
8.927855711e+02 4.631514987e+01 5.086419109e+01
8.945891784e+02 4.631925155e+01 5.086873533e+01
8.963927856e+02 4.632333879e+01 5.087326315e+01
8.981963928e+02 4.632741168e+01 5.087777464e+01
9.000000000e+02 4.633147030e+01 5.088226989e+01
