time            Ap              Br              Cj              Aq              Bs              Ck             
3.030060120e+04 6.284208578e-01 2.474864336e+00 1.237114912e+00 2.256194654e-01 3.324391870e-01 5.986514815e-02
3.037074148e+04 6.203903580e-01 2.458860039e+00 1.231658797e+00 2.202699889e-01 3.283128463e-01 5.857180596e-02
3.044088176e+04 6.125052529e-01 2.443029232e+00 1.226303833e+00 2.150813552e-01 3.242757450e-01 5.731815219e-02
3.051102204e+04 6.047623649e-01 2.427368616e+00 1.221047294e+00 2.100476384e-01 3.203250036e-01 5.610262788e-02
3.058116232e+04 5.971586034e-01 2.411875073e+00 1.215886597e+00 2.051631777e-01 3.164578694e-01 5.492375202e-02
3.065130261e+04 5.896909482e-01 2.396545548e+00 1.210819235e+00 2.004225589e-01 3.126717032e-01 5.378011277e-02
3.072144289e+04 5.823564499e-01 2.381377056e+00 1.205842778e+00 1.958206011e-01 3.089639736e-01 5.267036395e-02
3.079158317e+04 5.751522289e-01 2.366366695e+00 1.200954877e+00 1.913523471e-01 3.053322531e-01 5.159322221e-02
3.086172345e+04 5.680754748e-01 2.351511644e+00 1.196153267e+00 1.870130513e-01 3.017742124e-01 5.054746331e-02
3.093186373e+04 5.611234435e-01 2.336809151e+00 1.191435749e+00 1.827981684e-01 2.982876153e-01 4.953191871e-02
3.100200401e+04 5.542934564e-01 2.322256537e+00 1.186800198e+00 1.787033425e-01 2.948703134e-01 4.854547217e-02
3.107214429e+04 5.475828993e-01 2.307851193e+00 1.182244560e+00 1.747244014e-01 2.915202441e-01 4.758705826e-02
3.114228457e+04 5.409892207e-01 2.293590575e+00 1.177766844e+00 1.708573467e-01 2.882354254e-01 4.665565924e-02
3.121242485e+04 5.345099301e-01 2.279472206e+00 1.173365124e+00 1.670983433e-01 2.850139516e-01 4.575030198e-02
3.128256513e+04 5.281425966e-01 2.265493669e+00 1.169037532e+00 1.634437123e-01 2.818539898e-01 4.487005585e-02
3.135270541e+04 5.218848477e-01 2.251652609e+00 1.164782262e+00 1.598899227e-01 2.787537760e-01 4.401403040e-02
3.142284569e+04 5.157343678e-01 2.237946731e+00 1.160597561e+00 1.564335879e-01 2.757116140e-01 4.318137409e-02
3.149298597e+04 5.096888971e-01 2.224373793e+00 1.156481734e+00 1.530714558e-01 2.727258702e-01 4.237127171e-02
3.156312625e+04 5.037462299e-01 2.210931613e+00 1.152433135e+00 1.498004043e-01 2.697949722e-01 4.158294285e-02
3.163326653e+04 4.979042131e-01 2.197618057e+00 1.148450169e+00 1.466174317e-01 2.669174038e-01 4.081563913e-02
3.170340681e+04 4.921607449e-01 2.184431046e+00 1.144531289e+00 1.435196536e-01 2.640917041e-01 4.006864343e-02
3.177354709e+04 4.865137738e-01 2.171368548e+00 1.140674995e+00 1.405042970e-01 2.613164644e-01 3.934126819e-02
3.184368737e+04 4.809612970e-01 2.158428582e+00 1.136879830e+00 1.375686959e-01 2.585903265e-01 3.863285404e-02
3.191382766e+04 4.755013606e-01 2.145609214e+00 1.133144385e+00 1.347102889e-01 2.559119814e-01 3.794276920e-02
3.198396794e+04 4.701320566e-01 2.132908555e+00 1.129467288e+00 1.319266119e-01 2.532801659e-01 3.727040750e-02
3.205410822e+04 4.648515219e-01 2.120324756e+00 1.125847208e+00 1.292152949e-01 2.506936618e-01 3.661518740e-02
3.212424850e+04 4.596579398e-01 2.107856022e+00 1.122282858e+00 1.265740556e-01 2.481512914e-01 3.597654987e-02
3.219438878e+04 4.545495360e-01 2.095500595e+00 1.118772985e+00 1.240006966e-01 2.456519178e-01 3.535395807e-02
3.226452906e+04 4.495245728e-01 2.083256736e+00 1.115316363e+00 1.214931044e-01 2.431944453e-01 3.474689775e-02
3.233466934e+04 4.445813605e-01 2.071122774e+00 1.111911814e+00 1.190492389e-01 2.407778106e-01 3.415487199e-02
3.240480962e+04 4.397182476e-01 2.059097070e+00 1.108558191e+00 1.166671384e-01 2.384009890e-01 3.357740501e-02
3.247494990e+04 4.349336211e-01 2.047178017e+00 1.105254377e+00 1.143449119e-01 2.360629896e-01 3.301403905e-02
3.254509018e+04 4.302259039e-01 2.035364038e+00 1.101999284e+00 1.120807368e-01 2.337628540e-01 3.246433374e-02
3.261523046e+04 4.255935580e-01 2.023653601e+00 1.098791860e+00 1.098728558e-01 2.314996550e-01 3.192786539e-02
3.268537074e+04 4.210350808e-01 2.012045202e+00 1.095631078e+00 1.077195746e-01 2.292724958e-01 3.140422632e-02
3.275551102e+04 4.165490044e-01 2.000537372e+00 1.092515940e+00 1.056192595e-01 2.270805083e-01 3.089302415e-02
3.282565130e+04 4.121338954e-01 1.989128671e+00 1.089445476e+00 1.035703344e-01 2.249228525e-01 3.039388107e-02
3.289579158e+04 4.077883535e-01 1.977817693e+00 1.086418744e+00 1.015712781e-01 2.227987147e-01 2.990643316e-02
3.296593186e+04 4.035110103e-01 1.966603061e+00 1.083434823e+00 9.962062181e-02 2.207073065e-01 2.943032953e-02
3.303607214e+04 3.993005301e-01 1.955483427e+00 1.080492823e+00 9.771694995e-02 2.186478653e-01 2.896523274e-02
3.310621242e+04 3.951556069e-01 1.944457471e+00 1.077591872e+00 9.585889416e-02 2.166196511e-01 2.851081710e-02
3.317635271e+04 3.910749655e-01 1.933523902e+00 1.074731125e+00 9.404513398e-02 2.146219476e-01 2.806676886e-02
3.324649299e+04 3.870573599e-01 1.922681454e+00 1.071909759e+00 9.227439507e-02 2.126540606e-01 2.763278576e-02
3.331663327e+04 3.831015715e-01 1.911928889e+00 1.069126970e+00 9.054544300e-02 2.107153155e-01 2.720857536e-02
3.338677355e+04 3.792064110e-01 1.901264993e+00 1.066381978e+00 8.885708942e-02 2.088050601e-01 2.679385670e-02
3.345691383e+04 3.753707146e-01 1.890688577e+00 1.063674022e+00 8.720818177e-02 2.069226599e-01 2.638835759e-02
3.352705411e+04 3.715933458e-01 1.880198476e+00 1.061002361e+00 8.559760823e-02 2.050675002e-01 2.599181587e-02
3.359719439e+04 3.678731934e-01 1.869793550e+00 1.058366272e+00 8.402429356e-02 2.032389843e-01 2.560397839e-02
3.366733467e+04 3.642091720e-01 1.859472679e+00 1.055765053e+00 8.248719953e-02 2.014365339e-01 2.522460107e-02
3.373747495e+04 3.606002196e-01 1.849234767e+00 1.053198017e+00 8.098531966e-02 1.996595861e-01 2.485344755e-02
3.380761523e+04 3.570452979e-01 1.839078740e+00 1.050664496e+00 7.951768070e-02 1.979075947e-01 2.449028957e-02
3.387775551e+04 3.535433924e-01 1.829003543e+00 1.048163838e+00 7.808334180e-02 1.961800294e-01 2.413490677e-02
3.394789579e+04 3.500935097e-01 1.819008142e+00 1.045695407e+00 7.668138942e-02 1.944763737e-01 2.378708537e-02
3.401803607e+04 3.466946799e-01 1.809091524e+00 1.043258584e+00 7.531094367e-02 1.927961275e-01 2.344661983e-02
3.408817635e+04 3.433459534e-01 1.799252695e+00 1.040852763e+00 7.397114933e-02 1.911388034e-01 2.311331049e-02
3.415831663e+04 3.400464031e-01 1.789490679e+00 1.038477356e+00 7.266118128e-02 1.895039286e-01 2.278696499e-02
3.422845691e+04 3.367951215e-01 1.779804523e+00 1.036131789e+00 7.138023967e-02 1.878910435e-01 2.246739706e-02
3.429859719e+04 3.335912204e-01 1.770193284e+00 1.033815499e+00 7.012754996e-02 1.862997008e-01 2.215442656e-02
3.436873747e+04 3.304338316e-01 1.760656041e+00 1.031527938e+00 6.890236240e-02 1.847294659e-01 2.184787927e-02
3.443887776e+04 3.273221069e-01 1.751191894e+00 1.029268574e+00 6.770394979e-02 1.831799155e-01 2.154758625e-02
3.450901804e+04 3.242552160e-01 1.741799960e+00 1.027036888e+00 6.653160737e-02 1.816506374e-01 2.125338392e-02
3.457915832e+04 3.212323439e-01 1.732479358e+00 1.024832366e+00 6.538465326e-02 1.801412319e-01 2.096511451e-02
3.464929860e+04 3.182526936e-01 1.723229228e+00 1.022654508e+00 6.426242542e-02 1.786513089e-01 2.068262488e-02
3.471943888e+04 3.153154923e-01 1.714048754e+00 1.020502839e+00 6.316428076e-02 1.771804871e-01 2.040576554e-02
3.478957916e+04 3.124199730e-01 1.704937087e+00 1.018376876e+00 6.208959874e-02 1.757283980e-01 2.013439347e-02
3.485971944e+04 3.095653939e-01 1.695893432e+00 1.016276161e+00 6.103777686e-02 1.742946820e-01 1.986836951e-02
3.492985972e+04 3.067510247e-01 1.686916990e+00 1.014200241e+00 6.000822991e-02 1.728789882e-01 1.960755850e-02
3.500000000e+04 3.039761521e-01 1.678006980e+00 1.012148673e+00 5.900039179e-02 1.714809755e-01 1.935182985e-02
