time            HelperCCj       sHelperCCj      LeakWasteAC    
5.519038076e+03 1.426218271e+02 1.483579674e+02 1.610041085e+00
5.723446894e+03 1.422379469e+02 1.482977687e+02 1.668055444e+00
5.927855711e+03 1.418461403e+02 1.482376148e+02 1.725956735e+00
6.132264529e+03 1.414467101e+02 1.481775054e+02 1.783744448e+00
6.336673347e+03 1.410400165e+02 1.481174404e+02 1.841417972e+00
6.541082164e+03 1.406264767e+02 1.480574197e+02 1.898976592e+00
6.745490982e+03 1.402065641e+02 1.479974430e+02 1.956419490e+00
6.949899800e+03 1.397808062e+02 1.479375103e+02 2.013745743e+00
7.154308617e+03 1.393497811e+02 1.478776213e+02 2.070954324e+00
7.358717435e+03 1.389141143e+02 1.478177758e+02 2.128044097e+00
7.563126253e+03 1.384744728e+02 1.477579738e+02 2.185013820e+00
7.767535070e+03 1.380315601e+02 1.476982150e+02 2.241862142e+00
7.971943888e+03 1.375861096e+02 1.476384993e+02 2.298587601e+00
8.176352705e+03 1.371388772e+02 1.475788265e+02 2.355188623e+00
8.380761523e+03 1.366906345e+02 1.475191965e+02 2.411663522e+00
8.585170341e+03 1.362421608e+02 1.474596091e+02 2.468010497e+00
8.789579158e+03 1.357942351e+02 1.474000641e+02 2.524227633e+00
8.993987976e+03 1.353476289e+02 1.473405615e+02 2.580312898e+00
9.198396794e+03 1.349030987e+02 1.472811011e+02 2.636264142e+00
9.402805611e+03 1.344613789e+02 1.472216827e+02 2.692079100e+00
9.607214429e+03 1.340231754e+02 1.471623062e+02 2.747755388e+00
9.811623246e+03 1.335891595e+02 1.471029714e+02 2.803290504e+00
1.001603206e+04 1.331599628e+02 1.470436783e+02 2.858681830e+00
1.022044088e+04 1.327361734e+02 1.469844267e+02 2.913926630e+00
1.042484970e+04 1.323183320e+02 1.469252164e+02 2.969022054e+00
1.062925852e+04 1.319069296e+02 1.468660474e+02 3.023965142e+00
1.083366733e+04 1.315024051e+02 1.468069195e+02 3.078752821e+00
1.103807615e+04 1.311051447e+02 1.467478325e+02 3.133381911e+00
1.124248497e+04 1.307154816e+02 1.466887864e+02 3.187849133e+00
1.144689379e+04 1.303336964e+02 1.466297811e+02 3.242151108e+00
1.165130261e+04 1.299600180e+02 1.465708164e+02 3.296284367e+00
1.185571142e+04 1.295946256e+02 1.465118921e+02 3.350245358e+00
1.206012024e+04 1.292376503e+02 1.464530082e+02 3.404030451e+00
1.226452906e+04 1.288891782e+02 1.463941646e+02 3.457635954e+00
1.246893788e+04 1.285492524e+02 1.463353610e+02 3.511058115e+00
1.267334669e+04 1.282178765e+02 1.462765975e+02 3.564293142e+00
1.287775551e+04 1.278950177e+02 1.462178738e+02 3.617337211e+00
1.308216433e+04 1.275806098e+02 1.461591899e+02 3.670186481e+00
1.328657315e+04 1.272745569e+02 1.461005456e+02 3.722837116e+00
1.349098196e+04 1.269767362e+02 1.460419408e+02 3.775285293e+00
1.369539078e+04 1.266870015e+02 1.459833753e+02 3.827527227e+00
1.389979960e+04 1.264051862e+02 1.459248491e+02 3.879559185e+00
1.410420842e+04 1.261311060e+02 1.458663621e+02 3.931377512e+00
1.430861723e+04 1.258645620e+02 1.458079140e+02 3.982978650e+00
1.451302605e+04 1.256053432e+02 1.457495049e+02 4.034359159e+00
1.471743487e+04 1.253532289e+02 1.456911345e+02 4.085515739e+00
1.492184369e+04 1.251079913e+02 1.456328028e+02 4.136445253e+00
1.512625251e+04 1.248693967e+02 1.455745096e+02 4.187144752e+00
1.533066132e+04 1.246372083e+02 1.455162548e+02 4.237611494e+00
1.553507014e+04 1.244111873e+02 1.454580384e+02 4.287842963e+00
1.573947896e+04 1.241910945e+02 1.453998601e+02 4.337836895e+00
1.594388778e+04 1.239766915e+02 1.453417199e+02 4.387591293e+00
1.614829659e+04 1.237677423e+02 1.452836177e+02 4.437104445e+00
1.635270541e+04 1.235640135e+02 1.452255533e+02 4.486374938e+00
1.655711423e+04 1.233652758e+02 1.451675268e+02 4.535401677e+00
1.676152305e+04 1.231713043e+02 1.451095379e+02 4.584183887e+00
1.696593186e+04 1.229818793e+02 1.450515866e+02 4.632721126e+00
1.717034068e+04 1.227967865e+02 1.449936728e+02 4.681013294e+00
1.737474950e+04 1.226158176e+02 1.449357964e+02 4.729060628e+00
1.757915832e+04 1.224387705e+02 1.448779574e+02 4.776863707e+00
1.778356713e+04 1.222654491e+02 1.448201557e+02 4.824423449e+00
1.798797595e+04 1.220956642e+02 1.447623912e+02 4.871741105e+00
1.819238477e+04 1.219292328e+02 1.447046640e+02 4.918818251e+00
1.839679359e+04 1.217659782e+02 1.446469739e+02 4.965656769e+00
1.860120240e+04 1.216057304e+02 1.445893209e+02 5.012258849e+00
1.880561122e+04 1.214483255e+02 1.445317050e+02 5.058626971e+00
1.901002004e+04 1.212936060e+02 1.444741262e+02 5.104763876e+00
1.921442886e+04 1.211414200e+02 1.444165846e+02 5.150672562e+00
1.941883768e+04 1.209916219e+02 1.443590800e+02 5.196356254e+00
1.962324649e+04 1.208440714e+02 1.443016126e+02 5.241818392e+00
1.982765531e+04 1.206986337e+02 1.442441824e+02 5.287062604e+00
2.003206413e+04 1.205551791e+02 1.441867893e+02 5.332092688e+00
2.023647295e+04 1.204135831e+02 1.441294336e+02 5.376912588e+00
2.044088176e+04 1.202737259e+02 1.440721152e+02 5.421526377e+00
2.064529058e+04 1.201354919e+02 1.440148342e+02 5.465938228e+00
2.084969940e+04 1.199987702e+02 1.439575907e+02 5.510152402e+00
2.105410822e+04 1.198634537e+02 1.439003848e+02 5.554173222e+00
2.125851703e+04 1.197294392e+02 1.438432165e+02 5.598005057e+00
2.146292585e+04 1.195966272e+02 1.437860861e+02 5.641652303e+00
2.166733467e+04 1.194649215e+02 1.437289935e+02 5.685119364e+00
2.187174349e+04 1.193342292e+02 1.436719390e+02 5.728410642e+00
2.207615230e+04 1.192044603e+02 1.436149226e+02 5.771530514e+00
2.228056112e+04 1.190755278e+02 1.435579444e+02 5.814483326e+00
2.248496994e+04 1.189473472e+02 1.435010046e+02 5.857273376e+00
2.268937876e+04 1.188198364e+02 1.434441032e+02 5.899904907e+00
2.289378758e+04 1.186929158e+02 1.433872405e+02 5.942382092e+00
2.309819639e+04 1.185665078e+02 1.433304164e+02 5.984709030e+00
2.330260521e+04 1.184405369e+02 1.432736312e+02 6.026889736e+00
2.350701403e+04 1.183149293e+02 1.432168848e+02 6.068928136e+00
2.371142285e+04 1.181896129e+02 1.431601775e+02 6.110828062e+00
2.391583166e+04 1.180645174e+02 1.431035092e+02 6.152593243e+00
2.412024048e+04 1.179395736e+02 1.430468801e+02 6.194227310e+00
2.432464930e+04 1.178147140e+02 1.429902903e+02 6.235733784e+00
2.452905812e+04 1.176898721e+02 1.429337398e+02 6.277116080e+00
2.473346693e+04 1.175649825e+02 1.428772287e+02 6.318377508e+00
2.493787575e+04 1.174399809e+02 1.428207571e+02 6.359521262e+00
2.514228457e+04 1.173148039e+02 1.427643249e+02 6.400550431e+00
2.534669339e+04 1.171893890e+02 1.427079323e+02 6.441467994e+00
2.555110220e+04 1.170636744e+02 1.426515793e+02 6.482276821e+00
2.575551102e+04 1.169375990e+02 1.425952658e+02 6.522979675e+00
2.595991984e+04 1.168111025e+02 1.425389920e+02 6.563579217e+00
2.616432866e+04 1.166841250e+02 1.424827579e+02 6.604078001e+00
2.636873747e+04 1.165566071e+02 1.424265633e+02 6.644478481e+00
2.657314629e+04 1.164284903e+02 1.423704085e+02 6.684783013e+00
2.677755511e+04 1.162997161e+02 1.423142933e+02 6.724993856e+00
2.698196393e+04 1.161702266e+02 1.422582178e+02 6.765113176e+00
2.718637275e+04 1.160399645e+02 1.422021819e+02 6.805143048e+00
2.739078156e+04 1.159088728e+02 1.421461857e+02 6.845085458e+00
2.759519038e+04 1.157768948e+02 1.420902291e+02 6.884942308e+00
2.779959920e+04 1.156439745e+02 1.420343122e+02 6.924715416e+00
2.800400802e+04 1.155100560e+02 1.419784348e+02 6.964406522e+00
2.820841683e+04 1.153750842e+02 1.419225971e+02 7.004017288e+00
2.841282565e+04 1.152390043e+02 1.418667989e+02 7.043549304e+00
2.861723447e+04 1.151017620e+02 1.418110403e+02 7.083004087e+00
2.882164329e+04 1.149633037e+02 1.417553212e+02 7.122383086e+00
2.902605210e+04 1.148235764e+02 1.416996416e+02 7.161687684e+00
2.923046092e+04 1.146825276e+02 1.416440015e+02 7.200919202e+00
2.943486974e+04 1.145401058e+02 1.415884009e+02 7.240078900e+00
2.963927856e+04 1.143962602e+02 1.415328397e+02 7.279167978e+00
2.984368737e+04 1.142509410e+02 1.414773179e+02 7.318187583e+00
3.004809619e+04 1.141040992e+02 1.414218354e+02 7.357138805e+00
3.025250501e+04 1.139556873e+02 1.413663923e+02 7.396022686e+00
3.045691383e+04 1.138056588e+02 1.413109885e+02 7.434840215e+00
3.066132265e+04 1.136539684e+02 1.412556240e+02 7.473592337e+00
3.086573146e+04 1.135005726e+02 1.412002987e+02 7.512279950e+00
3.107014028e+04 1.133454293e+02 1.411450127e+02 7.550903907e+00
3.127454910e+04 1.131884984e+02 1.410897658e+02 7.589465021e+00
3.147895792e+04 1.130297416e+02 1.410345581e+02 7.627964064e+00
3.168336673e+04 1.128691227e+02 1.409793894e+02 7.666401770e+00
3.188777555e+04 1.127066079e+02 1.409242599e+02 7.704778834e+00
3.209218437e+04 1.125421659e+02 1.408691693e+02 7.743095917e+00
3.229659319e+04 1.123757680e+02 1.408141178e+02 7.781353645e+00
3.250100200e+04 1.122073885e+02 1.407591051e+02 7.819552611e+00
3.270541082e+04 1.120370048e+02 1.407041314e+02 7.857693375e+00
3.290981964e+04 1.118645975e+02 1.406491965e+02 7.895776469e+00
3.311422846e+04 1.116901510e+02 1.405943004e+02 7.933802392e+00
3.331863727e+04 1.115136534e+02 1.405394431e+02 7.971771616e+00
3.352304609e+04 1.113350967e+02 1.404846244e+02 8.009684586e+00
3.372745491e+04 1.111544775e+02 1.404298443e+02 8.047541720e+00
3.393186373e+04 1.109717965e+02 1.403751029e+02 8.085343410e+00
3.413627255e+04 1.107870595e+02 1.403203999e+02 8.123090022e+00
3.434068136e+04 1.106002769e+02 1.402657355e+02 8.160781899e+00
3.454509018e+04 1.104114645e+02 1.402111093e+02 8.198419362e+00
3.474949900e+04 1.102206434e+02 1.401565216e+02 8.236002706e+00
3.495390782e+04 1.100278401e+02 1.401019720e+02 8.273532206e+00
3.515831663e+04 1.098330872e+02 1.400474607e+02 8.311008117e+00
3.536272545e+04 1.096364226e+02 1.399929875e+02 8.348430670e+00
3.556713427e+04 1.094378907e+02 1.399385523e+02 8.385800079e+00
3.577154309e+04 1.092375417e+02 1.398841550e+02 8.423116536e+00
3.597595190e+04 1.090354319e+02 1.398297957e+02 8.460380215e+00
3.618036072e+04 1.088316239e+02 1.397754742e+02 8.497591272e+00
3.638476954e+04 1.086261866e+02 1.397211903e+02 8.534749844e+00
3.658917836e+04 1.084191948e+02 1.396669442e+02 8.571856051e+00
3.679358717e+04 1.082107294e+02 1.396127356e+02 8.608909994e+00
3.699799599e+04 1.080008776e+02 1.395585644e+02 8.645911760e+00
3.720240481e+04 1.077897319e+02 1.395044307e+02 8.682861417e+00
3.740681363e+04 1.075773907e+02 1.394503343e+02 8.719759020e+00
3.761122244e+04 1.073639577e+02 1.393962750e+02 8.756604605e+00
3.781563126e+04 1.071495419e+02 1.393422530e+02 8.793398194e+00
3.802004008e+04 1.069342570e+02 1.392882679e+02 8.830139794e+00
3.822444890e+04 1.067182210e+02 1.392343199e+02 8.866829398e+00
3.842885772e+04 1.065015563e+02 1.391804087e+02 8.903466983e+00
3.863326653e+04 1.062843885e+02 1.391265342e+02 8.940052513e+00
3.883767535e+04 1.060668470e+02 1.390726965e+02 8.976585939e+00
3.904208417e+04 1.058490634e+02 1.390188954e+02 9.013067196e+00
3.924649299e+04 1.056311719e+02 1.389651308e+02 9.049496208e+00
3.945090180e+04 1.054133085e+02 1.389114026e+02 9.085872885e+00
3.965531062e+04 1.051956100e+02 1.388577108e+02 9.122197123e+00
3.985971944e+04 1.049782145e+02 1.388040553e+02 9.158468808e+00
4.006412826e+04 1.047612598e+02 1.387504359e+02 9.194687812e+00
4.026853707e+04 1.045448836e+02 1.386968525e+02 9.230853996e+00
4.047294589e+04 1.043292225e+02 1.386433052e+02 9.266967208e+00
4.067735471e+04 1.041144119e+02 1.385897938e+02 9.303027284e+00
4.088176353e+04 1.039005851e+02 1.385363182e+02 9.339034052e+00
4.108617234e+04 1.036878731e+02 1.384828783e+02 9.374987324e+00
4.129058116e+04 1.034764041e+02 1.384294740e+02 9.410886906e+00
4.149498998e+04 1.032663027e+02 1.383761054e+02 9.446732589e+00
4.169939880e+04 1.030576901e+02 1.383227721e+02 9.482524157e+00
4.190380762e+04 1.028506830e+02 1.382694743e+02 9.518261383e+00
4.210821643e+04 1.026453938e+02 1.382162118e+02 9.553944028e+00
4.231262525e+04 1.024419301e+02 1.381629844e+02 9.589571846e+00
4.251703407e+04 1.022403946e+02 1.381097922e+02 9.625144581e+00
4.272144289e+04 1.020408843e+02 1.380566350e+02 9.660661966e+00
4.292585170e+04 1.018434909e+02 1.380035128e+02 9.696123728e+00
4.313026052e+04 1.016483002e+02 1.379504254e+02 9.731529584e+00
4.333466934e+04 1.014553923e+02 1.378973727e+02 9.766879242e+00
4.353907816e+04 1.012648412e+02 1.378443548e+02 9.802172404e+00
4.374348697e+04 1.010767150e+02 1.377913714e+02 9.837408761e+00
4.394789579e+04 1.008910756e+02 1.377384226e+02 9.872588000e+00
4.415230461e+04 1.007079791e+02 1.376855081e+02 9.907709798e+00
4.435671343e+04 1.005274752e+02 1.376326280e+02 9.942773828e+00
4.456112224e+04 1.003496079e+02 1.375797821e+02 9.977779755e+00
4.476553106e+04 1.001744151e+02 1.375269703e+02 1.001272724e+01
4.496993988e+04 1.000019292e+02 1.374741926e+02 1.004761593e+01
4.517434870e+04 9.983217679e+01 1.374214489e+02 1.008244547e+01
4.537875752e+04 9.966517893e+01 1.373687389e+02 1.011721552e+01
4.558316633e+04 9.950095146e+01 1.373160628e+02 1.015192570e+01
4.578757515e+04 9.933950507e+01 1.372634203e+02 1.018657566e+01
4.599198397e+04 9.918084555e+01 1.372108114e+02 1.022116501e+01
4.619639279e+04 9.902497396e+01 1.371582360e+02 1.025569340e+01
4.640080160e+04 9.887188686e+01 1.371056939e+02 1.029016043e+01
4.660521042e+04 9.872157658e+01 1.370531851e+02 1.032456574e+01
4.680961924e+04 9.857403141e+01 1.370007095e+02 1.035890894e+01
4.701402806e+04 9.842923592e+01 1.369482670e+02 1.039318965e+01
4.721843687e+04 9.828717107e+01 1.368958574e+02 1.042740748e+01
4.742284569e+04 9.814781441e+01 1.368434807e+02 1.046156206e+01
4.762725451e+04 9.801114055e+01 1.367911368e+02 1.049565300e+01
4.783166333e+04 9.787712125e+01 1.367388255e+02 1.052967992e+01
4.803607214e+04 9.774572563e+01 1.366865468e+02 1.056364243e+01
4.824048096e+04 9.761692045e+01 1.366343005e+02 1.059754016e+01
4.844488978e+04 9.749067029e+01 1.365820865e+02 1.063137274e+01
4.864929860e+04 9.736693782e+01 1.365299047e+02 1.066513978e+01
4.885370741e+04 9.724568393e+01 1.364777551e+02 1.069884092e+01
4.905811623e+04 9.712686799e+01 1.364256374e+02 1.073247579e+01
4.926252505e+04 9.701044804e+01 1.363735515e+02 1.076604404e+01
4.946693387e+04 9.689638092e+01 1.363214975e+02 1.079954531e+01
4.967134269e+04 9.678462250e+01 1.362694750e+02 1.083297925e+01
4.987575150e+04 9.667512786e+01 1.362174840e+02 1.086634554e+01
5.008016032e+04 9.656785139e+01 1.361655245e+02 1.089964383e+01
5.028456914e+04 9.646274695e+01 1.361135961e+02 1.093287381e+01
5.048897796e+04 9.635976803e+01 1.360616989e+02 1.096603517e+01
5.069338677e+04 9.625886784e+01 1.360098326e+02 1.099912761e+01
5.089779559e+04 9.615999950e+01 1.359579973e+02 1.103215083e+01
5.110220441e+04 9.606311609e+01 1.359061926e+02 1.106510457e+01
5.130661323e+04 9.596817078e+01 1.358544185e+02 1.109798856e+01
5.151102204e+04 9.587511695e+01 1.358026748e+02 1.113080256e+01
5.171543086e+04 9.578390821e+01 1.357509615e+02 1.116354632e+01
5.191983968e+04 9.569449856e+01 1.356992783e+02 1.119621964e+01
5.212424850e+04 9.560684239e+01 1.356476250e+02 1.122882231e+01
5.232865731e+04 9.552089461e+01 1.355960017e+02 1.126135415e+01
5.253306613e+04 9.543661068e+01 1.355444080e+02 1.129381499e+01
5.273747495e+04 9.535394665e+01 1.354928439e+02 1.132620468e+01
5.294188377e+04 9.527285926e+01 1.354413092e+02 1.135852311e+01
5.314629259e+04 9.519330591e+01 1.353898037e+02 1.139077015e+01
5.335070140e+04 9.511524475e+01 1.353383273e+02 1.142294573e+01
5.355511022e+04 9.503863472e+01 1.352868797e+02 1.145504978e+01
5.375951904e+04 9.496343549e+01 1.352354609e+02 1.148708225e+01
5.396392786e+04 9.488960761e+01 1.351840707e+02 1.151904313e+01
5.416833667e+04 9.481711244e+01 1.351327088e+02 1.155093241e+01
5.437274549e+04 9.474591217e+01 1.350813751e+02 1.158275013e+01
5.457715431e+04 9.467596988e+01 1.350300695e+02 1.161449633e+01
5.478156313e+04 9.460724950e+01 1.349787917e+02 1.164617108e+01
5.498597194e+04 9.453971585e+01 1.349275415e+02 1.167777449e+01
5.519038076e+04 9.447333460e+01 1.348763188e+02 1.170930667e+01
5.539478958e+04 9.440807235e+01 1.348251233e+02 1.174076778e+01
5.559919840e+04 9.434389652e+01 1.347739549e+02 1.177215798e+01
5.580360721e+04 9.428077538e+01 1.347228134e+02 1.180347748e+01
5.600801603e+04 9.421867805e+01 1.346716985e+02 1.183472648e+01
5.621242485e+04 9.415757456e+01 1.346206101e+02 1.186590524e+01
5.641683367e+04 9.409743581e+01 1.345695479e+02 1.189701404e+01
5.662124248e+04 9.403823350e+01 1.345185117e+02 1.192805316e+01
5.682565130e+04 9.397994011e+01 1.344675013e+02 1.195902293e+01
5.703006012e+04 9.392252896e+01 1.344165165e+02 1.198992369e+01
5.723446894e+04 9.386597414e+01 1.343655570e+02 1.202075581e+01
5.743887776e+04 9.381025055e+01 1.343146227e+02 1.205151969e+01
5.764328657e+04 9.375533381e+01 1.342637132e+02 1.208221572e+01
5.784769539e+04 9.370120032e+01 1.342128284e+02 1.211284435e+01
5.805210421e+04 9.364782719e+01 1.341619679e+02 1.214340604e+01
5.825651303e+04 9.359519224e+01 1.341111316e+02 1.217390127e+01
5.846092184e+04 9.354327397e+01 1.340603192e+02 1.220433053e+01
5.866533066e+04 9.349205158e+01 1.340095304e+02 1.223469434e+01
5.886973948e+04 9.344150489e+01 1.339587650e+02 1.226499325e+01
5.907414830e+04 9.339161439e+01 1.339080228e+02 1.229522779e+01
5.927855711e+04 9.334236117e+01 1.338573033e+02 1.232539856e+01
5.948296593e+04 9.329372695e+01 1.338066064e+02 1.235550614e+01
5.968737475e+04 9.324569401e+01 1.337559319e+02 1.238555112e+01
5.989178357e+04 9.319824521e+01 1.337052793e+02 1.241553415e+01
6.009619238e+04 9.315136395e+01 1.336546484e+02 1.244545583e+01
6.030060120e+04 9.310503418e+01 1.336040390e+02 1.247531684e+01
6.050501002e+04 9.305924032e+01 1.335534507e+02 1.250511781e+01
6.070941884e+04 9.301396731e+01 1.335028833e+02 1.253485943e+01
6.091382766e+04 9.296920063e+01 1.334523363e+02 1.256454237e+01
6.111823647e+04 9.292492616e+01 1.334018096e+02 1.259416733e+01
6.132264529e+04 9.288113027e+01 1.333513028e+02 1.262373500e+01
6.152705411e+04 9.283779974e+01 1.333008156e+02 1.265324609e+01
6.173146293e+04 9.279492178e+01 1.332503476e+02 1.268270131e+01
6.193587174e+04 9.275248401e+01 1.331998985e+02 1.271210138e+01
6.214028056e+04 9.271047445e+01 1.331494681e+02 1.274144703e+01
6.234468938e+04 9.266888148e+01 1.330990559e+02 1.277073897e+01
6.254909820e+04 9.262769387e+01 1.330486616e+02 1.279997795e+01
6.275350701e+04 9.258690073e+01 1.329982849e+02 1.282916470e+01
6.295791583e+04 9.254649151e+01 1.329479253e+02 1.285829994e+01
6.316232465e+04 9.250645599e+01 1.328975827e+02 1.288738442e+01
6.336673347e+04 9.246678428e+01 1.328472565e+02 1.291641887e+01
6.357114228e+04 9.242746678e+01 1.327969465e+02 1.294540403e+01
6.377555110e+04 9.238849419e+01 1.327466521e+02 1.297434063e+01
6.397995992e+04 9.234985749e+01 1.326963732e+02 1.300322940e+01
6.418436874e+04 9.231154795e+01 1.326461093e+02 1.303207106e+01
6.438877756e+04 9.227355709e+01 1.325958599e+02 1.306086635e+01
6.459318637e+04 9.223587669e+01 1.325456247e+02 1.308961598e+01
6.479759519e+04 9.219849876e+01 1.324954034e+02 1.311832067e+01
6.500200401e+04 9.216141556e+01 1.324451955e+02 1.314698113e+01
6.520641283e+04 9.212461960e+01 1.323950005e+02 1.317559807e+01
6.541082164e+04 9.208810358e+01 1.323448181e+02 1.320417219e+01
6.561523046e+04 9.205186043e+01 1.322946479e+02 1.323270417e+01
6.581963928e+04 9.201588326e+01 1.322444895e+02 1.326119470e+01
6.602404810e+04 9.198016542e+01 1.321943423e+02 1.328964447e+01
6.622845691e+04 9.194470041e+01 1.321442060e+02 1.331805414e+01
6.643286573e+04 9.190948193e+01 1.320940802e+02 1.334642437e+01
6.663727455e+04 9.187450387e+01 1.320439643e+02 1.337475582e+01
6.684168337e+04 9.183976027e+01 1.319938580e+02 1.340304913e+01
6.704609218e+04 9.180524535e+01 1.319437608e+02 1.343130494e+01
6.725050100e+04 9.177095348e+01 1.318936723e+02 1.345952387e+01
6.745490982e+04 9.173687918e+01 1.318435919e+02 1.348770654e+01
6.765931864e+04 9.170301713e+01 1.317935192e+02 1.351585356e+01
6.786372745e+04 9.166936214e+01 1.317434538e+02 1.354396552e+01
6.806813627e+04 9.163590918e+01 1.316933951e+02 1.357204301e+01
6.827254509e+04 9.160265334e+01 1.316433428e+02 1.360008661e+01
6.847695391e+04 9.156958985e+01 1.315932962e+02 1.362809689e+01
6.868136273e+04 9.153671404e+01 1.315432549e+02 1.365607440e+01
6.888577154e+04 9.150402137e+01 1.314932185e+02 1.368401968e+01
6.909018036e+04 9.147150744e+01 1.314431863e+02 1.371193327e+01
6.929458918e+04 9.143916794e+01 1.313931580e+02 1.373981570e+01
6.949899800e+04 9.140699866e+01 1.313431330e+02 1.376766748e+01
6.970340681e+04 9.137499553e+01 1.312931108e+02 1.379548910e+01
6.990781563e+04 9.134315454e+01 1.312430910e+02 1.382328108e+01
7.011222445e+04 9.131147181e+01 1.311930729e+02 1.385104388e+01
7.031663327e+04 9.127994355e+01 1.311430561e+02 1.387877797e+01
7.052104208e+04 9.124856604e+01 1.310930400e+02 1.390648383e+01
7.072545090e+04 9.121733568e+01 1.310430242e+02 1.393416189e+01
7.092985972e+04 9.118624894e+01 1.309930080e+02 1.396181261e+01
7.113426854e+04 9.115530237e+01 1.309429911e+02 1.398943640e+01
7.133867735e+04 9.112449262e+01 1.308929728e+02 1.401703368e+01
7.154308617e+04 9.109381639e+01 1.308429527e+02 1.404460488e+01
7.174749499e+04 9.106327049e+01 1.307929301e+02 1.407215038e+01
7.195190381e+04 9.103285179e+01 1.307429046e+02 1.409967057e+01
7.215631263e+04 9.100255723e+01 1.306928756e+02 1.412716583e+01
7.236072144e+04 9.097238380e+01 1.306428426e+02 1.415463654e+01
7.256513026e+04 9.094232861e+01 1.305928052e+02 1.418208305e+01
7.276953908e+04 9.091238878e+01 1.305427626e+02 1.420950571e+01
7.297394790e+04 9.088256152e+01 1.304927145e+02 1.423690487e+01
7.317835671e+04 9.085284412e+01 1.304426602e+02 1.426428085e+01
7.338276553e+04 9.082323391e+01 1.303925993e+02 1.429163398e+01
7.358717435e+04 9.079372829e+01 1.303425312e+02 1.431896457e+01
7.379158317e+04 9.076432470e+01 1.302924555e+02 1.434627293e+01
7.399599198e+04 9.073502066e+01 1.302423715e+02 1.437355935e+01
7.420040080e+04 9.070581374e+01 1.301922788e+02 1.440082412e+01
7.440480962e+04 9.067670155e+01 1.301421769e+02 1.442806753e+01
7.460921844e+04 9.064768177e+01 1.300920652e+02 1.445528983e+01
7.481362725e+04 9.061875213e+01 1.300419433e+02 1.448249130e+01
7.501803607e+04 9.058991041e+01 1.299918106e+02 1.450967220e+01
7.522244489e+04 9.056115443e+01 1.299416667e+02 1.453683276e+01
7.542685371e+04 9.053248208e+01 1.298915111e+02 1.456397323e+01
7.563126253e+04 9.050389128e+01 1.298413433e+02 1.459109385e+01
7.583567134e+04 9.047538000e+01 1.297911628e+02 1.461819484e+01
7.604008016e+04 9.044694627e+01 1.297409691e+02 1.464527642e+01
7.624448898e+04 9.041858817e+01 1.296907618e+02 1.467233880e+01
7.644889780e+04 9.039030379e+01 1.296405405e+02 1.469938218e+01
7.665330661e+04 9.036209130e+01 1.295903047e+02 1.472640678e+01
7.685771543e+04 9.033394890e+01 1.295400539e+02 1.475341278e+01
7.706212425e+04 9.030587484e+01 1.294897878e+02 1.478040036e+01
7.726653307e+04 9.027786741e+01 1.294395059e+02 1.480736971e+01
7.747094188e+04 9.024992494e+01 1.293892078e+02 1.483432101e+01
7.767535070e+04 9.022204581e+01 1.293388932e+02 1.486125442e+01
7.787975952e+04 9.019422843e+01 1.292885615e+02 1.488817011e+01
7.808416834e+04 9.016647126e+01 1.292382126e+02 1.491506824e+01
7.828857715e+04 9.013877280e+01 1.291878459e+02 1.494194896e+01
7.849298597e+04 9.011113159e+01 1.291374611e+02 1.496881242e+01
7.869739479e+04 9.008354619e+01 1.290870580e+02 1.499565875e+01
7.890180361e+04 9.005601524e+01 1.290366361e+02 1.502248812e+01
