time            Cj              Ck              Br              Bs              Ap              Aq             
8.817635271e+03 3.114284213e+00 9.039434478e-01 6.324071710e-01 1.786308020e+00 1.515208730e+00 1.602326256e+00
8.837675351e+03 3.074603140e+00 8.795252464e-01 6.126223851e-01 1.765337056e+00 1.527410933e+00 1.617240671e+00
8.857715431e+03 3.034928045e+00 8.558151688e-01 5.935619097e-01 1.744999125e+00 1.539380476e+00 1.632011416e+00
8.877755511e+03 2.995288744e+00 8.327882116e-01 5.751953634e-01 1.725270287e+00 1.551104566e+00 1.646628539e+00
8.897795591e+03 2.955713511e+00 8.104207162e-01 5.574938491e-01 1.706127670e+00 1.562570569e+00 1.661082398e+00
8.917835671e+03 2.916229148e+00 7.886902714e-01 5.404298706e-01 1.687549410e+00 1.573766019e+00 1.675363667e+00
8.937875752e+03 2.876861062e+00 7.675756126e-01 5.239772500e-01 1.669514600e+00 1.584678622e+00 1.689463338e+00
8.957915832e+03 2.837633330e+00 7.470565438e-01 5.081110588e-01 1.652003243e+00 1.595296266e+00 1.703372727e+00
8.977955912e+03 2.798568743e+00 7.271138715e-01 4.928075483e-01 1.634996204e+00 1.605607030e+00 1.717083473e+00
8.997995992e+03 2.759688882e+00 7.077293102e-01 4.780440819e-01 1.618475167e+00 1.615599187e+00 1.730587547e+00
9.018036072e+03 2.721014162e+00 6.888854272e-01 4.637990741e-01 1.602422590e+00 1.625261219e+00 1.743877249e+00
9.038076152e+03 2.682563876e+00 6.705655835e-01 4.500519362e-01 1.586821675e+00 1.634581821e+00 1.756945211e+00
9.058116232e+03 2.644356234e+00 6.527538835e-01 4.367830223e-01 1.571656322e+00 1.643549913e+00 1.769784402e+00
9.078156313e+03 2.606408419e+00 6.354351112e-01 4.239735784e-01 1.556911104e+00 1.652154649e+00 1.782388124e+00
9.098196393e+03 2.568736605e+00 6.185946996e-01 4.116056963e-01 1.542571228e+00 1.660385429e+00 1.794750015e+00
9.118236473e+03 2.531356003e+00 6.022186807e-01 3.996622687e-01 1.528622507e+00 1.668231910e+00 1.806864051e+00
9.138276553e+03 2.494280909e+00 5.862936280e-01 3.881269462e-01 1.515051332e+00 1.675684020e+00 1.818724542e+00
9.158316633e+03 2.457524721e+00 5.708066450e-01 3.769841011e-01 1.501844641e+00 1.682731969e+00 1.830326136e+00
9.178356713e+03 2.421099964e+00 5.557453306e-01 3.662187902e-01 1.488989902e+00 1.689366269e+00 1.841663813e+00
9.198396794e+03 2.385018325e+00 5.410977423e-01 3.558167191e-01 1.476475078e+00 1.695577747e+00 1.852732887e+00
9.218436874e+03 2.349290696e+00 5.268523555e-01 3.457642086e-01 1.464288610e+00 1.701357563e+00 1.863529005e+00
9.238476954e+03 2.313927189e+00 5.129980492e-01 3.360481655e-01 1.452419395e+00 1.706697231e+00 1.874048143e+00
9.258517034e+03 2.278937153e+00 4.995240937e-01 3.266560554e-01 1.440856765e+00 1.711588643e+00 1.884286605e+00
9.278557114e+03 2.244329210e+00 4.864201126e-01 3.175758713e-01 1.429590466e+00 1.716024086e+00 1.894241022e+00
9.298597194e+03 2.210111279e+00 4.736760642e-01 3.087961101e-01 1.418610642e+00 1.719996270e+00 1.903908346e+00
9.318637275e+03 2.176290601e+00 4.612822237e-01 3.003057481e-01 1.407907813e+00 1.723498358e+00 1.913285851e+00
9.338677355e+03 2.142873760e+00 4.492291657e-01 2.920942160e-01 1.397472864e+00 1.726523987e+00 1.922371130e+00
9.358717435e+03 2.109866690e+00 4.375077634e-01 2.841513817e-01 1.387297026e+00 1.729067307e+00 1.931162089e+00
9.378757515e+03 2.077274724e+00 4.261091486e-01 2.764675255e-01 1.377371862e+00 1.731123008e+00 1.939656947e+00
9.398797595e+03 2.045102595e+00 4.150247120e-01 2.690333209e-01 1.367689250e+00 1.732686354e+00 1.947854233e+00
9.418837675e+03 2.013354465e+00 4.042460898e-01 2.618398176e-01 1.358241373e+00 1.733753221e+00 1.955752780e+00
9.438877756e+03 1.982033936e+00 3.937651549e-01 2.548784251e-01 1.349020707e+00 1.734320133e+00 1.963351726e+00
9.458917836e+03 1.951144079e+00 3.835739985e-01 2.481408911e-01 1.340020001e+00 1.734384294e+00 1.970650509e+00
9.478957916e+03 1.920687451e+00 3.736649192e-01 2.416192903e-01 1.331232276e+00 1.733943636e+00 1.977648863e+00
9.498997996e+03 1.890666104e+00 3.640304290e-01 2.353060086e-01 1.322650805e+00 1.732996850e+00 1.984346814e+00
9.519038076e+03 1.861081604e+00 3.546632433e-01 2.291937301e-01 1.314269109e+00 1.731543430e+00 1.990744682e+00
9.539078156e+03 1.831935066e+00 3.455562423e-01 2.232754192e-01 1.306080943e+00 1.729583706e+00 1.996843069e+00
9.559118236e+03 1.803227158e+00 3.367024906e-01 2.175443100e-01 1.298080284e+00 1.727118887e+00 2.002642864e+00
9.579158317e+03 1.774958113e+00 3.280952332e-01 2.119938976e-01 1.290261331e+00 1.724151093e+00 2.008145236e+00
9.599198397e+03 1.747127749e+00 3.197278796e-01 2.066179228e-01 1.282618487e+00 1.720683386e+00 2.013351627e+00
9.619238477e+03 1.719735483e+00 3.115940075e-01 2.014103633e-01 1.275146355e+00 1.716719809e+00 2.018263753e+00
9.639278557e+03 1.692780357e+00 3.036873371e-01 1.963654208e-01 1.267839731e+00 1.712265396e+00 2.022883597e+00
9.659318637e+03 1.666261046e+00 2.960017411e-01 1.914775115e-01 1.260693590e+00 1.707326216e+00 2.027213405e+00
9.679358717e+03 1.640175873e+00 2.885312365e-01 1.867412589e-01 1.253703087e+00 1.701909370e+00 2.031255683e+00
9.699398798e+03 1.614522820e+00 2.812699863e-01 1.821514841e-01 1.246863548e+00 1.696023016e+00 2.035013189e+00
9.719438878e+03 1.589299538e+00 2.742123001e-01 1.777031986e-01 1.240170461e+00 1.689676372e+00 2.038488926e+00
9.739478958e+03 1.564503383e+00 2.673526070e-01 1.733915923e-01 1.233619469e+00 1.682879706e+00 2.041686141e+00
9.759519038e+03 1.540131413e+00 2.606854660e-01 1.692120286e-01 1.227206369e+00 1.675644333e+00 2.044608312e+00
9.779559118e+03 1.516180412e+00 2.542055614e-01 1.651600366e-01 1.220927101e+00 1.667982594e+00 2.047259147e+00
9.799599198e+03 1.492646885e+00 2.479077124e-01 1.612313066e-01 1.214777746e+00 1.659907829e+00 2.049642568e+00
9.819639279e+03 1.469527096e+00 2.417868490e-01 1.574216798e-01 1.208754520e+00 1.651434349e+00 2.051762711e+00
9.839679359e+03 1.446817066e+00 2.358380229e-01 1.537271441e-01 1.202853767e+00 1.642577391e+00 2.053623909e+00
9.859719439e+03 1.424512595e+00 2.300564005e-01 1.501438280e-01 1.197071959e+00 1.633353063e+00 2.055230686e+00
9.879759519e+03 1.402609272e+00 2.244372603e-01 1.466679948e-01 1.191405686e+00 1.623778283e+00 2.056587748e+00
9.899799599e+03 1.381102489e+00 2.189759937e-01 1.432960380e-01 1.185851655e+00 1.613870714e+00 2.057699963e+00
9.919839679e+03 1.359987457e+00 2.136681007e-01 1.400244756e-01 1.180406686e+00 1.603648686e+00 2.058572359e+00
9.939879760e+03 1.339259217e+00 2.085091880e-01 1.368499459e-01 1.175067706e+00 1.593131114e+00 2.059210105e+00
9.959919840e+03 1.318912655e+00 2.034949678e-01 1.337692022e-01 1.169831747e+00 1.582337406e+00 2.059618499e+00
9.979959920e+03 1.298942518e+00 1.986212562e-01 1.307791096e-01 1.164695941e+00 1.571287376e+00 2.059802956e+00
1.000000000e+04 1.279343420e+00 1.938839719e-01 1.278766402e-01 1.159657518e+00 1.560001139e+00 2.059768991e+00
